Statistical profiling result from isolate-0x105800000-v8.log, (71385 ticks, 5238 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4    0.0%    0.0%  T v8::internal::SourcePositionTableBuilder::AddPosition(unsigned long, v8::internal::SourcePosition, bool)
      4    0.0%    0.0%  T v8::internal::SharedFunctionInfo::SetScript(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Object>, bool)
      4    0.0%    0.0%  T v8::internal::Script::SetEvalOrigin(v8::internal::Handle<v8::internal::Script>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, int)
      4    0.0%    0.0%  T v8::internal::ScopeInfo::VariableIsSynthetic(v8::internal::String*)
      4    0.0%    0.0%  T v8::internal::Scope::Scope(v8::internal::Zone*)
      4    0.0%    0.0%  T v8::internal::Scope::ResolveVariablesRecursively(v8::internal::ParseInfo*)
      4    0.0%    0.0%  T v8::internal::Scope::ResolveTo(v8::internal::ParseInfo*, v8::internal::VariableProxy*, v8::internal::Variable*)
      4    0.0%    0.0%  T v8::internal::Scope::CheckConflictingVarDeclarations()
      4    0.0%    0.0%  T v8::internal::Scope::AllocateScopeInfosRecursively(v8::internal::Isolate*, v8::internal::MaybeHandle<v8::internal::ScopeInfo>)
      4    0.0%    0.0%  T v8::internal::Scope::AllocateNonParameterLocal(v8::internal::Variable*)
      4    0.0%    0.0%  T v8::internal::Runtime_InterpreterNewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  T v8::internal::RegExpImpl::Compile(v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::base::Flags<v8::internal::JSRegExp::Flag, int>)
      4    0.0%    0.0%  T v8::internal::Parser::DoParseFunction(v8::internal::ParseInfo*)
      4    0.0%    0.0%  T v8::internal::ParseInfo::~ParseInfo()
      4    0.0%    0.0%  T v8::internal::ParseInfo::ParseInfo(v8::internal::AccountingAllocator*)
      4    0.0%    0.0%  T v8::internal::PagedSpace::SizeOfObjects()
      4    0.0%    0.0%  T v8::internal::ObjectLiteral::InitDepthAndFlags()
      4    0.0%    0.0%  T v8::internal::Object::ConvertToString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
      4    0.0%    0.0%  T v8::internal::MemoryChunk::Initialize(v8::internal::Heap*, unsigned char*, unsigned long, unsigned char*, unsigned char*, v8::internal::Executability, v8::internal::Space*, v8::base::VirtualMemory*)
      4    0.0%    0.0%  T v8::internal::Map::TransitionElementsTo(v8::internal::Handle<v8::internal::Map>, v8::internal::ElementsKind)
      4    0.0%    0.0%  T v8::internal::LargeObjectSpace::Contains(v8::internal::HeapObject*)
      4    0.0%    0.0%  T v8::internal::JSObject::TransitionElementsKind(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
      4    0.0%    0.0%  T v8::internal::Isolate::CountUsage(v8::Isolate::UseCounterFeature)
      4    0.0%    0.0%  T v8::internal::FreeList::Free(unsigned char*, unsigned long, v8::internal::FreeMode)
      4    0.0%    0.0%  T v8::internal::FeedbackVectorSpec::HasTypeProfileSlot() const
      4    0.0%    0.0%  T v8::internal::Factory::NewWeakCell(v8::internal::Handle<v8::internal::HeapObject>)
      4    0.0%    0.0%  T v8::internal::Factory::NewUninitializedFixedArray(int)
      4    0.0%    0.0%  T v8::internal::Factory::NewSharedFunctionInfoForLiteral(v8::internal::FunctionLiteral*, v8::internal::Handle<v8::internal::Script>)
      4    0.0%    0.0%  T v8::internal::Factory::NewScript(v8::internal::Handle<v8::internal::String>)
      4    0.0%    0.0%  T v8::internal::Factory::NewJSArrayStorage(v8::internal::Handle<v8::internal::JSArray>, int, int, v8::internal::ArrayStorageAllocationMode)
      4    0.0%    0.0%  T v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::PretenureFlag)
      4    0.0%    0.0%  T v8::internal::Factory::NewConsString(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>, int, bool)
      4    0.0%    0.0%  T v8::internal::DeclarationScope::AllocateParameter(v8::internal::Variable*, int)
      4    0.0%    0.0%  T v8::internal::Compiler::GetFunctionFromEval(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::LanguageMode, v8::internal::ParseRestriction, int, int, int, int, int, v8::internal::Handle<v8::internal::Object>, v8::ScriptOriginOptions)
      4    0.0%    0.0%  T v8::internal::CompilationInfo::shared_info() const
      4    0.0%    0.0%  T v8::internal::CompilationCache::PutEval(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Cell>, int)
      4    0.0%    0.0%  T v8::internal::BaseNameDictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::CopyEnumKeysTo(v8::internal::Handle<v8::internal::NameDictionary>, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::KeyCollectionMode, v8::internal::KeyAccumulator*)
      4    0.0%    0.0%  T v8::internal::AstValueFactory::Internalize(v8::internal::Isolate*)
      4    0.0%    0.0%  T v8::base::OS::VSNPrintF(char*, int, char const*, __va_list_tag*)
      4    0.0%    0.0%  T _sscanf_l
      4    0.0%    0.0%  T _getipv4sourcefilter
      4    0.0%    0.0%  T ___ungetc
      3    0.0%    0.0%  t void v8::internal::Code::BodyDescriptor::IterateBody<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::HeapObject*, v8::internal::IncrementalMarkingMarkingVisitor*)
      3    0.0%    0.0%  t void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::HeapObject*, int, int, v8::internal::IncrementalMarkingMarkingVisitor*)
      3    0.0%    0.0%  t void std::__1::vector<v8::internal::interpreter::ConstantArrayBuilder::Entry, v8::internal::ZoneAllocator<v8::internal::interpreter::ConstantArrayBuilder::Entry> >::__push_back_slow_path<v8::internal::interpreter::ConstantArrayBuilder::Entry const&>(v8::internal::interpreter::ConstantArrayBuilder::Entry const&&&)
      3    0.0%    0.0%  t void std::__1::vector<unsigned char, v8::internal::ZoneAllocator<unsigned char> >::__push_back_slow_path<unsigned char>(unsigned char&&)
      3    0.0%    0.0%  t void std::__1::vector<std::__1::pair<v8::internal::FunctionLiteral*, unsigned long>, v8::internal::ZoneAllocator<std::__1::pair<v8::internal::FunctionLiteral*, unsigned long> > >::__push_back_slow_path<std::__1::pair<v8::internal::FunctionLiteral*, unsigned long> >(std::__1::pair<v8::internal::FunctionLiteral*, unsigned long>&&)
      3    0.0%    0.0%  t void std::__1::__sort<v8::internal::EnumIndexComparator<v8::internal::NameDictionary>&, v8::base::AtomicElement<v8::internal::Smi*>*>(v8::base::AtomicElement<v8::internal::Smi*>*, v8::base::AtomicElement<v8::internal::Smi*>*, v8::internal::EnumIndexComparator<v8::internal::NameDictionary>&)
      3    0.0%    0.0%  t v8::internal::compiler::Typer::Visitor::Reduce(v8::internal::compiler::Node*)
      3    0.0%    0.0%  t v8::internal::StringSharedKey::IsMatch(v8::internal::Object*)
      3    0.0%    0.0%  t v8::internal::StringSharedKey::AsHandle(v8::internal::Isolate*)
      3    0.0%    0.0%  t v8::internal::Scope::LookupLocal(v8::internal::AstRawString const*)
      3    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::IsValidReferenceExpression(v8::internal::Expression*)
      3    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::IsAssignableIdentifier(v8::internal::Expression*)
      3    0.0%    0.0%  t v8::internal::Object* v8::internal::StringReplaceGlobalAtomRegExpWithString<v8::internal::SeqOneByteString>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
      3    0.0%    0.0%  t v8::internal::List<int, v8::internal::ZoneAllocationPolicy>::Add(int const&, v8::internal::ZoneAllocationPolicy)
      3    0.0%    0.0%  t v8::internal::FunctionLiteral::FunctionLiteral(v8::internal::Zone*, v8::internal::AstRawString const*, v8::internal::AstValueFactory*, v8::internal::DeclarationScope*, v8::internal::ZoneList<v8::internal::Statement*>*, int, int, int, v8::internal::FunctionLiteral::FunctionType, v8::internal::FunctionLiteral::ParameterFlag, v8::internal::FunctionLiteral::EagerCompileHint, int, bool, int, v8::internal::ProducedPreParsedScopeData*)
      3    0.0%    0.0%  t v8::internal::FeedbackVectorSpec::append(v8::internal::FeedbackSlotKind)
      3    0.0%    0.0%  t v8::internal::DescriptorArray::Set(int, v8::internal::Name*, v8::internal::Object*, v8::internal::PropertyDetails)
      3    0.0%    0.0%  t v8::internal::DescriptorArray::Append(v8::internal::Descriptor*)
      3    0.0%    0.0%  t v8::internal::AstRawStringInternalizationKey::IsMatch(v8::internal::Object*)
      3    0.0%    0.0%  t v8::internal::AstNumberingVisitor::Visit(v8::internal::AstNode*)
      3    0.0%    0.0%  t v8::internal::(anonymous namespace)::GenerateUnoptimizedCode(v8::internal::CompilationInfo*)
      3    0.0%    0.0%  t v8::internal::(anonymous namespace)::FastElementsAccessor<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::AddImpl(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, unsigned int)
      3    0.0%    0.0%  t v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::base::DefaultAllocationPolicy>::FillEmptyEntry(v8::base::TemplateHashMapEntry<void*, void*>*, void* const&, void* const&, unsigned int, v8::base::DefaultAllocationPolicy)
      3    0.0%    0.0%  t node::Hrtime(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  t _unwind_stack_from_table_index
      3    0.0%    0.0%  t __vdprintf
      3    0.0%    0.0%  t __GB18030_wcrtomb
      3    0.0%    0.0%  T v8::internal::interpreter::InterpreterCompilationJob::ExecuteJobImpl()
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeRegisterOptimizer::RegisterListFreeEvent(v8::internal::interpreter::RegisterList)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeGenerator::VisitObjectLiteral(v8::internal::ObjectLiteral*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeGenerator::VisitFunctionLiteral(v8::internal::FunctionLiteral*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeGenerator::VisitForEffect(v8::internal::Expression*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeGenerator::VisitBlockDeclarationsAndStatements(v8::internal::Block*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeGenerator::VisitArithmeticExpression(v8::internal::BinaryOperation*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeGenerator::FinalizeBytecode(v8::internal::Isolate*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeGenerator::BytecodeGenerator(v8::internal::CompilationInfo*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayWriter::WriteJump(v8::internal::interpreter::BytecodeNode*, v8::internal::interpreter::BytecodeLabel*)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayBuilder::StoreLookupSlot(v8::internal::AstRawString const*, v8::internal::LanguageMode, v8::internal::LookupHoistingMode)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayBuilder::StoreAccumulatorInRegister(v8::internal::interpreter::Register)
      3    0.0%    0.0%  T v8::internal::interpreter::BytecodeArrayBuilder::LoadLiteral(v8::internal::AstRawString const*)
      3    0.0%    0.0%  T v8::internal::compiler::GraphTrimmer::TrimGraph()
      3    0.0%    0.0%  T v8::internal::Variable::IsGlobalObjectProperty() const
      3    0.0%    0.0%  T v8::internal::TransitionArray::SearchTransition(v8::internal::Map*, v8::internal::PropertyKind, v8::internal::Name*, v8::internal::PropertyAttributes)
      3    0.0%    0.0%  T v8::internal::StackFrameIteratorBase::SingletonFor(v8::internal::StackFrame::Type)
      3    0.0%    0.0%  T v8::internal::StackFrame::ComputeType(v8::internal::StackFrameIteratorBase const*, v8::internal::StackFrame::State*)
      3    0.0%    0.0%  T v8::internal::SharedFunctionInfo::SetConstructStub(v8::internal::Code*)
      3    0.0%    0.0%  T v8::internal::SharedFunctionInfo::DebugName()
      3    0.0%    0.0%  T v8::internal::Script::GetPositionInfo(v8::internal::Handle<v8::internal::Script>, int, v8::internal::Script::PositionInfo*, v8::internal::Script::OffsetFlag)
      3    0.0%    0.0%  T v8::internal::Script::FindSharedFunctionInfo(v8::internal::Isolate*, v8::internal::FunctionLiteral const*)
      3    0.0%    0.0%  T v8::internal::Scope::RemoveUnresolved(v8::internal::VariableProxy*)
      3    0.0%    0.0%  T v8::internal::Scope::DeclareVariable(v8::internal::Declaration*, v8::internal::VariableMode, v8::internal::InitializationFlag, bool, bool*, bool*)
      3    0.0%    0.0%  T v8::internal::Scope::AllocateNonParameterLocalsAndDeclaredGlobals()
      3    0.0%    0.0%  T v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  T v8::internal::RegExpStack::EnsureCapacity(unsigned long)
      3    0.0%    0.0%  T v8::internal::Parser::UpdateStatistics(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Script>)
      3    0.0%    0.0%  T v8::internal::Parser::PatternRewriter::DeclareAndInitializeVariables(v8::internal::Parser*, v8::internal::Block*, v8::internal::ParserBase<v8::internal::Parser>::DeclarationDescriptor const*, v8::internal::ParserBase<v8::internal::Parser>::DeclarationParsingResult::Declaration const*, v8::internal::ZoneList<v8::internal::AstRawString const*>*, bool*)
      3    0.0%    0.0%  T v8::internal::ParseInfo::ParseInfo(v8::internal::Handle<v8::internal::SharedFunctionInfo>)
      3    0.0%    0.0%  T v8::internal::ParseInfo::InitFromIsolate(v8::internal::Isolate*)
      3    0.0%    0.0%  T v8::internal::Object::GetMethod(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>)
      3    0.0%    0.0%  T v8::internal::NewSpace::UpdateAllocationInfo()
      3    0.0%    0.0%  T v8::internal::NativeRegExpMacroAssembler::StringCharacterPosition(v8::internal::String*, int)
      3    0.0%    0.0%  T v8::internal::NativeRegExpMacroAssembler::Execute(v8::internal::Code*, v8::internal::String*, int, unsigned char const*, unsigned char const*, int*, int, v8::internal::Isolate*)
      3    0.0%    0.0%  T v8::internal::Map::CopyAddDescriptor(v8::internal::Handle<v8::internal::Map>, v8::internal::Descriptor*, v8::internal::TransitionFlag)
      3    0.0%    0.0%  T v8::internal::LoadIC::Load(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>)
      3    0.0%    0.0%  T v8::internal::LayoutDescriptor::New(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::DescriptorArray>, int)
      3    0.0%    0.0%  T v8::internal::InnerPointerToCodeCache::GcSafeFindCodeForInnerPointer(unsigned char*)
      3    0.0%    0.0%  T v8::internal::FeedbackMetadata::SpecDiffersFrom(v8::internal::FeedbackVectorSpec const*) const
      3    0.0%    0.0%  T v8::internal::FastKeyAccumulator::GetKeysSlow(v8::internal::GetKeysConversion)
      3    0.0%    0.0%  T v8::internal::Factory::NewSharedFunctionInfo(v8::internal::MaybeHandle<v8::internal::String>, v8::internal::FunctionKind, v8::internal::Handle<v8::internal::Code>, v8::internal::Handle<v8::internal::ScopeInfo>)
      3    0.0%    0.0%  T v8::internal::Factory::NewJSArrayWithElements(v8::internal::Handle<v8::internal::FixedArrayBase>, v8::internal::ElementsKind, int, v8::internal::PretenureFlag)
      3    0.0%    0.0%  T v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Cell>, v8::internal::PretenureFlag)
      3    0.0%    0.0%  T v8::internal::Factory::NewByteArray(int, v8::internal::PretenureFlag)
      3    0.0%    0.0%  T v8::internal::Compiler::Analyze(v8::internal::ParseInfo*, v8::internal::Isolate*, v8::internal::ThreadedList<v8::internal::ThreadedListZoneEntry<v8::internal::FunctionLiteral*> >*)
      3    0.0%    0.0%  T v8::internal::CompilationCacheTable::LookupRegExp(v8::internal::Handle<v8::internal::String>, v8::base::Flags<v8::internal::JSRegExp::Flag, int>)
